"nom_methode_dpe","version_methode_dpe","date_etablissement_dpe","consommation_energie","classe_consommation_energie","estimation_ges","classe_estimation_ges","annee_construction","surface_thermique_lot","latitude","longitude","tr001_modele_dpe_type_libelle","tr002_type_batiment_description","code_insee_commune_actualise","tv016_departement_code","geo_adresse","geo_score"
"3CL","Version 1.3","2013-06-19",279.34,"E",7.53,"B",1900,49.63,,,"Vente","Logement","63000","07",,0
"3CL - DPE","V2012","2013-07-02",0,"N",0,"N",1900,56,49.754139,4.719443,"Vente","Logement","08105","08","21 Avenue Léon Bourgeois 08000 Charleville-Mézières",0.97
"Méthode Facture",,"2013-06-29",0,"N",0,"N",1947,143,,,"Vente","Maison Individuelle","09200","09",,0
"3CL - DPE","V2012","2013-06-28",527.91,"G",28.15,"D",1976,98.25,48.303714,4.10697,"Location","Maison Individuelle","10357","10","34 Rue des Alouettes 10410 Saint-Parres-aux-Tertres",0.72
"3CL - DPE","V2012","2013-06-07",154.6,"D",8.35,"B",2008,172,43.183112,2.295432,"Location","Maison Individuelle","11069","11","9 Rue des Noguiers 11000 Carcassonne",0.97
"3CL","Version 1.3","2013-08-01",316.87,"E",74.15,"F",1964,62,,,"Vente","Logement","63000","12",,0
"3CL - DPE","V2012","2013-05-21",178.24,"D",8.74,"B",1974,76.85,43.176147,5.600732,"Location","Logement","13028","13","4 Avenue de la Petanque 13600 La Ciotat",0.96
"3CL - DPE","V2012","2013-05-29",224,"D",67,"F",1974,187.36,49.104948,-0.706133,"Vente","Maison Individuelle","14011","14","Rue des Ecoles (Anctoville) 14240 Aurseulles",0.34
"FACTURE - DPE","V2012","2013-07-30",53.7,"B",12.56,"C",2013,1873,44.91921,2.428365,"Neuf","Maison Individuelle","15014","15","Boulevard du Vialenc 15000 Aurillac",0.96
"FACTURE - DPE","V2012","2013-06-06",170.5,"D",7.64,"B",2013,94.74,45.539911,0.142937,"Neuf","Maison Individuelle","16236","16","Chez les Rois 16440 Mouthiers-sur-Boëme",0.58
"3CL - DPE","V2012","2013-05-29",144.13,"C",5.56,"A",2001,77.4,46.139585,-1.156678,"Location","Logement","17300","17","70 Rue Alfred Kastler 17000 La Rochelle",0.97
"3CL - DPE","V2012","2013-06-13",0,"N",0,"N",1947,37.89,47.079617,2.420053,"Location","Logement","18033","18","83 Rue de Pignoux 18000 Bourges",0.97
"Méthode Facture",,"2013-07-05",192,"D",31,"D",1947,90.05,,,"Vente","Maison Individuelle","19300","19",,0
"FACTURE - DPE","V2012","2013-06-07",70.01,"B",16.38,"C",1948,108,47.368597,5.083145,"Location","Logement","21535","21","13 Rue des Ecoles 21490 Ruffey-lès-Echirey",0.96
"3CL - DPE","V2012","2013-05-21",116.47,"C",3.74,"A",2006,134.4,48.435832,-2.056609,"Vente","Maison Individuelle","22123","22","10 Rue de la Nourais 22100 Dinan",0.96
"3CL - DPE","V2012","2013-08-06",0,"N",0,"N",1974,115,,,"Vente","Maison Individuelle","23013","23",,0
"FACTURE - DPE","V2012","2013-06-13",77.44,"N",2.52,"N",1948,120,45.5981,0.529392,"Vente","Maison Individuelle","24565","24","Rue du Périgord 24360 Varaignes",0.94
"Méthode Facture",,"2013-06-16",161,"D",5,"A",1947,80,,,"Vente","Maison Individuelle","25660","25",,0
"FACTURE - DPE","V2012","2013-06-04",33.15,"A",7.76,"B",0,1759.14,45.037368,5.048488,"Neuf","Maison Individuelle","26057","26","9 Rue Henri Durand 26300 Bourg-de-Péage",0.79
"3CL - DPE","V2012","2013-05-30",209.9,"D",6.83,"B",1947,236,49.302902,1.077266,"Vente","Maison Individuelle","27188","27","192 Rue de 4 Ages 27340 Criquebeuf-sur-Seine",0.6
"FACTURE - DPE","V2012","2013-05-24",236.8,"E",12.81,"C",2013,121.33,48.802875,1.495643,"Neuf","Maison Individuelle","28064","28","Rue d'Anet 28410 Bû",0.95
"3CL - DPE","V2012","2013-05-28",253.83,"E",12.49,"C",2000,77.17,48.246128,-4.493828,"Location","Maison Individuelle","29042","29","65 rue Alsace-Lorraine 29160 Crozon",0.92
"Méthode 3CL","3CL-DPE, version 1.3","2013-08-24",140,"C",4,"A",2001,53.46,,,"Vente","Logement","20137","2A",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-10-22",148,"C",7,"B",2001,222.49,,,"Vente","Maison Individuelle","2B080","2B",,0
"3CL - DPE","V2012","2013-06-03",228.02,"D",62.48,"F",1974,61.84,,,"Vente","Logement","30939","30",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-17",171,"D",7,"B",2001,40.07,,,"Vente","Logement","31200","31",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-08",256,"E",60,"F",1948,95,,,"Vente","Maison Individuelle","32000","32",,0
"3CL - DPE","V2012","2013-05-15",75.38,"B",17.64,"C",1900,149.3,44.865427,-0.59772,"Location","Maison Individuelle","33069","33","9 Rue Bertrand Hauret 33110 Le Bouscat",0.32
"3CL - DPE","V2012","2013-05-17",180.81,"D",42.31,"E",1960,53.98,43.408617,3.67579,"Location","Logement","34301","34","7 Rue Jules Verne 34200 Sète",0.96
"3CL - DPE","V2012","2013-05-21",326.48,"E",76.4,"F",1970,77,48.185916,-1.643573,"Vente","Maison Individuelle","35024","35","3 Allée des Mouettes 35830 Betton",0.96
"FACTURE - DPE","V2012","2013-06-25",45.61,"A",10.67,"B",2013,97.94,46.806875,1.711015,"Neuf","Maison Individuelle","36044","36","Allee du Verger 36000 Châteauroux",0.32
"3CL - DPE","V2012","2013-06-07",0,"N",0,"N",1900,36,46.833357,0.960127,"Vente","Maison Individuelle","37028","37","Le Champ Perray 37290 Bossay-sur-Claise",0.32
"Méthode Facture",,"2013-05-27",318,"E",10,"B",1947,69.89,45.703695,5.764676,"Vente","Logement","73330","38","Rue de chambéry 73170 Yenne",0.35
"TROIS_CL_DPE","VERSION_2012","2013-07-06",326.97,"E",89.59,"G",1970,75,46.954237,5.279844,"Vente","Maison Individuelle","39011","39","Chemin du Doubs 39120 Annoire",0.33
"3CL - DPE","V2012","2013-06-04",240.61,"E",10.35,"B",2012,32,43.673818,-1.352922,"Vente","Maison Individuelle","40291","40","495 Route de Seignosse 40230 Saubion",0.96
"3CL - DPE","V2012","2013-06-10",212,"D",6,"B",1974,90,47.542748,2.034323,"Vente","Maison Individuelle","41161","41","39 Rue Saint-Marc 41600 Nouan-le-Fuzelier",0.69
"3CL - DPE","V2012","2013-05-31",272,"E",67,"F",1974,137.64,45.377653,4.418143,"Vente","Maison Individuelle","42224","42","Chemin de la Palle 42660 Saint-Genest-Malifaux",0.41
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-04",462,"G",138,"G",1948,106,,,"Vente","Maison Individuelle","43240","43",,0
"FACTURE - DPE","V2012","2013-05-22",54.31,"B",16.29,"C",2006,114.98,47.297679,-1.489515,"Neuf","Maison Individuelle","44026","44","Impasse des Jardins 44470 Carquefou",0.39
"TROIS_CL_DPE","VERSION_2012","2013-05-30",213.43,"D",49.94,"E",1981,95.3,47.93332,1.88658,"Vente","Maison Individuelle","45302","45","45 Allée de Bourgogne 45770 Saran",0.96
"FACTURE","VERSION_2012","2013-08-09",223.9,"D",7.29,"B",1865,75,,,"Vente","Maison Individuelle","46061","46",,0
"3CL - DPE","V2012","2013-06-07",241.55,"E",53.86,"E",1984,89.79,44.22914,0.517305,"Vente","Maison Individuelle","47246","47","Route de la Gare 47450 Saint-Hilaire-de-Lusignan",0.95
"Méthode 3CL","3CL-DPE, version 1.3","2013-10-02",229,"D",41,"E",1975,82.06,,,"Vente","Logement","48000","48",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-07",261,"E",61,"F",1948,102,,,"Vente","Maison Individuelle","49300","49",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-30",235,"E",41,"E",1970,162.5,,,"Vente","Maison Individuelle","50440","50",,0
"FACTURE - DPE","V2012","2013-06-12",0,"N",0,"N",1948,20,49.253336,4.025865,"Vente","Logement","51454","51","35 rue de Thillois 51100 Reims",0.98
"facture","1.3","2013-06-19",119.83,"C",3.9,"A",1974,240,,,"Vente","Maison Individuelle","52037","52",,0
"TROIS_CL_DPE","VERSION_2012","2013-06-12",190.76,"D",7.73,"B",1995,49.15,48.066104,-0.783427,"Vente","Logement","53130","53","7 Boulevard Frédéric Chaplet 53000 Laval",0.68
"3CL - DPE","v2012","2013-06-06",564,"G",32,"D",1974,35.16,48.683507,6.17868,"Vente","Logement","54395","54","15 Rue Villebois-Mareuil 54000 Nancy",0.97
"3CL - DPE","V2012","2013-07-17",277.47,"E",3.76,"A",1800,124.3,48.530166,5.492732,"Vente","Maison Individuelle","55001","55","21 Grande Rue 55130 Abainville",0.95
"3CL - DPE","V2012","2013-06-02",265.65,"E",13.2,"C",1999,58.23,47.744663,-3.366087,"Location","Logement","56121","56","25 Rue de la Belle Fontaine 56100 Lorient",0.97
"FACTURE - DPE","V2012","2013-05-30",295.42,"E",69.13,"F",1948,106,49.249386,6.172436,"Vente","Maison Individuelle","57283","57","21 Rue de la Marne 57300 Hagondange",0.96
"3CL - DPE","V2012","2013-07-01",230.86,"D",35.02,"D",1988,214.5,46.873493,3.652149,"Vente","Maison Individuelle","58046","58","2 Chemin Chevrelet 58340 Cercy-la-Tour",0.94
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-22",200,"D",46,"E",1979,93,,,"Vente","Maison Individuelle","59496","59",,0
"FACTURE","VERSION_2012","2013-06-03",386.12,"F",12.57,"C",1900,93.39,,,"Vente","Maison Individuelle","60051","60",,0
"3CL","v15c","2013-06-12",317.73,"E",17.08,"C",1974,70,48.422819,0.089552,"Location","Maison Individuelle","61001","61","18 Avenue du Général Leclerc 61000 Alençon",0.97
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-22",267,"E",12,"C",1989,118.42,,,"Vente","Maison Individuelle","62157","62",,0
"3CL - DPE","V2012","2013-06-11",208.19,"D",9.92,"B",2006,91.77,45.747892,3.062243,"Vente","Maison Individuelle","63070","63","rue de la Pommeraie 63122 Ceyrat",0.83
"TROIS_CL_DPE","VERSION_2012","2013-05-30",214.91,"D",9.35,"B",2000,48.42,,,"Vente","Logement","64038","64",,0
"FACTURE - DPE","V2012","2013-06-17",117.37,"C",6.95,"B",2006,99.27,43.252315,0.048558,"Neuf","Maison Individuelle","65100","65","10 Rue du Taillon 65320 Bordères-sur-l'Échez",0.35
"3CL - DPE","V2012","2013-05-23",115.07,"C",20.48,"C",1980,75.25,42.704315,2.999475,"Vente","Maison Individuelle","66037","66","16 Rue des Bergeronnettes 66140 Canet-en-Roussillon",0.96
"FACTURE - DPE","V2012","2013-05-31",87.39,"B",20.45,"C",0,141.78,48.903395,7.666604,"Neuf","Maison Individuelle","67176","67","Rue des Mines 67110 Gundershoffen",0.3
"3CL-DPE","1.3","2013-06-07",302.53,"E",57.45,"F",1975,73.07,47.77068,7.364968,"Vente","Logement","68154","68","Rue de Niffer 68110 Illzach",0.6
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-18",120,"C",26,"D",1983,160,45.627681,4.944395,"Vente","Maison Individuelle","69270","69","Chemin des Sables 69970 Chaponnay",0.45
"FACTURE","VERSION_2012","2013-08-09",306.57,"E",21.26,"D",1930,89,47.448487,5.632092,"Vente","Logement","70018","70","Rue de la Rieppe 70100 Ancier",0.35
"Méthode Facture",,"2013-06-12",0,"N",0,"N",1947,83.2,,,"Vente","Maison Individuelle","71220","71",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-07",234,"E",11,"C",1989,87.72,,,"Vente","Maison Individuelle","72400","72",,0
"3CL","v15c","2013-06-05",195.71,"D",58.71,"F",1981,99,45.719342,5.926711,"Copropriété","Maison Individuelle","73128","73","Impasse du Pic Vert 73100 Grésy-sur-Aix",0.96
"TROIS_CL_DPE","VERSION_2012","2013-06-07",306.9,"E",14.83,"C",1993,33,45.911853,6.119127,"Location","Logement","74010","74","3 Rue du bel-air 74000 Annecy",0.97
"Méthode Facture",,"2013-05-17",196,"D",6,"B",1947,43.32,48.835795,2.232496,"Location","Logement","75012","75","87 Rue de Silly 92100 Boulogne-Billancourt",0.59
"FACTURE","VERSION_2012","2013-05-29",241.23,"E",7.02,"B",1947,185.92,49.388629,1.203957,"Vente","Maison Individuelle","76116","76","231 Route de Paris 76520 Boos",0.96
"3CL - DPE","V2012","2013-05-30",275.11,"E",13.39,"C",1974,110,48.724968,2.665411,"Vente","Maison Individuelle","77114","77","1 Rue Saint Exupéry 77173 Chevry-Cossigny",0.95
"FACTURE - DPE","V2012","2013-05-24",207.52,"D",6.76,"B",1948,230,48.623822,1.684997,"Vente","Maison Individuelle","78516","78","6 Route des Vallières 78125 Raizeux",0.95
"Méthode Facture",,"2013-05-28",0,"N",0,"N",1947,110,46.655179,-0.074281,"Vente","Maison Individuelle","79120","79","Place de l'Eglise 79390 La Ferrière-en-Parthenay",0.55
"3CL - DPE","V2012","2013-05-24",0,"N",0,"N",1947,31.29,49.882093,2.31923,"Location","Logement","80021","80","163 Rue de Cagny 80090 Amiens",0.99
"3CL - DPE","V2012","2013-06-21",178.93,"D",41.87,"E",1940,116,43.909443,2.033759,"Vente","Maison Individuelle","81156","81","1 chemin de la soucane 81150 Marssac-sur-Tarn",0.95
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-04",161,"D",8,"B",1948,120,,,"Location","Logement","82800","82",,0
"TROIS_CL_DPE","VERSION_2012","2013-05-18",141.09,"C",3.6,"A",1978,30,43.073293,5.911582,"Vente","Logement","83153","83","Avenue des Romarins 83430 Saint-Mandrier-sur-Mer",0.46
"3CL - DPE","V2012","2013-05-31",453.66,"G",25.34,"D",1950,50,43.837585,5.038913,"Location","Logement","84035","84","85 Rue Jean Jacques Rousseau 84300 Cavaillon",0.96
"3CL - DPE","V2012","2013-06-01",164.18,"D",23.62,"D",1951,54.42,,,"Vente","Maison Individuelle","85194","85",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-05",334,"F",19,"C",1983,87.91,,,"Vente","Maison Individuelle","86800","86",,0
"FACTURE - DPE","V2012","2013-06-13",104.35,"C",3.76,"A",2006,133.34,45.92381,1.222768,"Neuf","Maison Individuelle","87038","87","Rue des Vergnes 87270 Chaptelat",0.95
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-11",330,"E",17,"C",1978,58,48.185337,5.767497,"Vente","Logement","88430","88","4 Rue de la Louvière 88140 Saint-Ouen-lès-Parey",0.53
"Méthode Facture",,"2013-07-01",404,"F",13,"C",1947,135,,,"Vente","Maison Individuelle","89190","89",,0
"3CL - DPE","V2012","2013-07-09",216.85,"D",50.74,"E",1960,58,47.635636,6.843162,"Vente","Logement","90010","90","8 Rue de Stockholm 90000 Belfort",0.46
"3CL - DPE","V2012","2013-05-17",315.63,"E",18.36,"C",1988,115,48.439932,2.153152,"Vente","Maison Individuelle","91223","91","10 Rue du Gamin Qui Chante 91150 Étampes",0.97
"Méthode Facture",,"2013-05-24",389,"F",91,"G",1947,31,,,"Vente","Logement","92600","92",,0
"3CL - DPE","V2012","2013-05-28",0,"N",0,"N",1940,37.52,48.882866,2.405429,"Vente","Logement","93061","93","28 Avenue des Acacias 93310 Le Pré-Saint-Gervais",0.96
"3CL - DPE","V2012","2013-05-31",151.51,"D",6.36,"B",1979,82,48.788679,2.332243,"Vente","Logement","94016","94","20 Av du Mal de Lattre de Tassigny 94230 Cachan",0.74
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-27",200,"D",60,"F",1948,108,49.127123,1.752974,"Vente","Maison Individuelle","95270","95","Rue de la Serree 95420 Genainville",0.32
"3CL","2012","2013-05-30",1144.9,"G",103.61,"G",1969,108,46.216967,5.226432,"Vente","Maison Individuelle","01053","01","15 Rue des Crets 01000 Bourg-en-Bresse",0.81
"3CL - DPE","V2012","2013-06-10",339.89,"F",101.97,"G",1947,88,,,"Vente","Maison Individuelle","2673","02",,0
"Factures","2012","2013-06-10",0,"A",0,"A",1948,169,46.118596,3.429506,"Copropriété","Maison Individuelle","03310","03","1 Rue du Bourbonnais 03200 Vichy",0.84
"3CL - DPE","V2012","2013-07-05",506.71,"G",125.51,"G",1950,64,43.832905,5.802145,"Vente","Maison Individuelle","04112","04","160 Rue Privat Jean Molinier 04100 Manosque",0.96
"Méthode Facture",,"2013-07-12",0,"N",0,"N",1,75,,,"Vente","Logement","05330","05",,0
"3CL - DPE","V2012","2013-05-17",260.49,"E",11.36,"C",1950,40.76,,,"Vente","Logement","6029","06",,0
"3CL - DPE","V2012","2013-06-19",293.15,"E",68.6,"F",1974,104,45.24918,4.684941,"Vente","Maison Individuelle","07010","07","40 Rue Leo Lagrange 07100 Annonay",0.97
"FACTURE - DPE","V2012","2013-07-02",154.9,"D",46.47,"E",1948,177,49.456288,4.085202,"Vente","Maison Individuelle","08039","08","2 Rue du Bac 08190 Avaux",0.94
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-10",176,"D",2,"A",2001,105.1,,,"Vente","Maison Individuelle","09500","09",,0
"3CL - DPE","V2012","2013-07-01",0,"N",0,"N",1900,36.9,48.293667,4.069962,"Location","Logement","10387","10","8 Rue de la Pierre 10000 Troyes",0.71
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-15",195,"D",9,"B",1983,80.45,,,"Vente","Maison Individuelle","11000","11",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-08-01",127,"C",29,"D",2006,114.92,44.540324,2.313963,"Vente","Maison Individuelle","12100","12","Lotissement de la Rouquette 12300 Firmi",0.35
"3cl-dpe","v2012","2013-05-22",210,"D",12,"C",1989,114.3,43.418155,5.290543,"Vente","Logement","13071","13","11 Av du Mal de Lattre de Tassigny 13170 Les Pennes-Mirabeau",0.49
"FACTURE - DPE","V2012","2013-05-29",73.03,"N",17.09,"N",1948,31,49.284284,-0.265782,"Vente","Maison Individuelle","14488","14","36 Rue du 11 Novembre 14150 Ouistreham",0.96
"FACTURE - DPE","V2012","2013-07-30",53.7,"B",12.56,"C",2013,1873,44.91921,2.428365,"Neuf","Maison Individuelle","15014","15","Boulevard du Vialenc 15000 Aurillac",0.96
"Méthode Facture",,"2013-06-06",0,"N",0,"N",1947,81,,,"Vente","Maison Individuelle","16120","16",,0
"3CL - DPE","V2012","2013-05-29",213.13,"D",9.14,"B",2004,47,45.942234,-0.976349,"Vente","Logement","17299","17","11bis Rue Gaston Baril 17300 Rochefort",0.85
"3CL - DPE","V2012","2013-05-29",199.4,"D",11.66,"C",2002,218,47.132434,2.23604,"Vente","Maison Individuelle","18141","18","24 Route de Montcorneau 18500 Mehun-sur-Yèvre",0.84
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-12",333,"F",15,"C",1948,23.88,,,"Location","Logement","19100","19",,0
"3CL - DPE","V2012","2013-06-07",193,"D",45,"E",2000,46,47.310898,5.058278,"Location","Logement","21231","21","22 Rue General Charles de Nansouty 21000 Dijon",0.67
"TROIS_CL_DPE","VERSION_2012","2013-05-24",223.02,"D",10.5,"B",1991,126.01,,,"Vente","Maison Individuelle","22134","22",,0
"FACTURE","VERSION_2012","2013-08-06",0,"N",0,"N",1900,102,,,"Vente","Maison Individuelle","23003","23",,0
"Méthode Facture",,"2013-06-13",0,"N",0,"N",1947,318.09,,,"Vente","Maison Individuelle","24300","24",,0
"Méthode Facture",,"2013-06-16",181,"D",18,"C",1947,151.55,,,"Vente","Maison Individuelle","25720","25",,0
"FACTURE - DPE","V2012","2013-06-04",33.15,"A",7.76,"B",0,1759.14,45.037368,5.048488,"Neuf","Maison Individuelle","26057","26","9 Rue Henri Durand 26300 Bourg-de-Péage",0.79
"TROIS_CL_DPE","VERSION_2012","2013-06-11",241.31,"E",72.39,"F",1960,75,49.217817,1.644611,"Vente","Maison Individuelle","27026","27","11 Rue du Bout d'En Bas 27420 Authevernes",0.95
"3CL - DPE","V2012","2013-06-10",182.85,"D",9.2,"B",2005,120,48.469204,1.738632,"Vente","Maison Individuelle","28285","28","2 Rue du Gue Poissac 28700 Oinville-sous-Auneau",0.94
"3CL - DPE","V2012","2013-05-28",302.87,"E",68.88,"F",1974,79.15,48.231852,-4.371468,"Vente","Maison Individuelle","29280","29","89 Rue de l’Aber 29560 Telgruc-sur-Mer",0.9
"Méthode 3CL","3CL-DPE, version 1.3","2013-08-30",322,"E",15,"C",1989,34.9,,,"Location","Logement","20000","2A",,0
"3CL - DPE","V2012","2013-10-15",130.7,"C",35.81,"D",1968,64.68,42.707018,9.444102,"Vente","Logement","20033","2B","Résidence a Sulane 20200 Bastia",0.46
"3CL - DPE","V2012","2013-06-03",204.98,"D",11.16,"C",1992,116.08,43.858398,4.341732,"Location","Maison Individuelle","30189","30","649 Chemin du Bois de Mittau 30000 Nîmes",0.98
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-14",248,"E",58,"F",1948,112,,,"Vente","Maison Individuelle","31600","31",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-08",169,"D",6,"B",2006,113,,,"Vente","Maison Individuelle","32120","32",,0
"3CL - DPE","V2012","2013-05-22",206,"D",48,"E",1955,77,44.864869,-0.586878,"Vente","Maison Individuelle","33069","33","9 Avenue Jules Guesde 33110 Le Bouscat",0.68
"FACTURE - DPE","V2012","2013-05-24",178.79,"D",5.82,"A",1948,30,43.639319,3.409034,"Vente","Maison Individuelle","34079","34","Route de Liausson 34800 Clermont-l'Hérault",0.74
"Méthode Facture",,"2013-05-06",185,"D",6,"B",1947,89.32,,,"Neuf","Maison Individuelle","35580","35",,0
"3CL - DPE","V2012","2013-06-17",480.33,"G",11.57,"C",1947,104.98,46.998704,2.090948,"Vente","Maison Individuelle","36195","36","7 Route de Migny 36100 Saint-Georges-sur-Arnon",0.95
"FACTURE - DPE","V2012","2013-06-07",187.38,"D",43.85,"E",1948,80,47.376138,0.687647,"Vente","Maison Individuelle","37261","37","22 Rue Charles Martel 37000 Tours",0.98
"Méthode Facture",,"2013-05-21",207,"D",2,"A",1947,191,47.720939,6.71663,"Vente","Maison Individuelle","38690","38","Chemin de la Combe Champagney",0.78
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-06",563,"G",30,"D",1975,67.65,46.697405,5.727273,"Vente","Maison Individuelle","39260","39","10 Rue des Tilleuls 39570 Hauteroche",0.41
"3CL - DPE","V2012","2013-06-05",217,"D",10.45,"B",1965,80.5,43.542806,-1.099671,"Location","Logement","40224","40","351 Quai du Sablot 40300 Peyrehorade",0.85
"3CL - DPE","V2012","2013-06-06",287.43,"E",7.72,"B",1800,174,47.865279,1.314661,"Vente","Maison Individuelle","41273","41","8 Rue du Château 41290 Vievy-le-Rayé",0.94
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-30",129,"C",38,"E",1978,300,45.5574,4.504246,"Vente","Maison Individuelle","42320","42","Route de l'Hopital 42320 Valfleury",0.35
"3CL - DPE","V2012","2013-07-04",330,"E",99,"G",1974,74,45.212906,4.347158,"Location","Logement","43087","43","8 Rue de Ville 43220 Dunières",0.96
"FACTURE - DPE","V2012","2013-05-22",176.21,"D",41.23,"E",1974,75.7,47.231912,-1.595416,"Vente","Logement","44162","44","94 Avenue de la Baraudière 44800 Saint-Herblain",0.97
"3CL - DPE","V2012","2013-05-14",311.26,"E",93.38,"G",1974,111.3,48.072295,1.486263,"Vente","Maison Individuelle","28101","45","10 Mosny 28200 Villemaury",0.5
